Game,Level,Result,Num of steps,Time
0,hard,1,3,0.041932106018066406
1,hard,1,5,0.0843651294708252
2,hard,1,5,0.0343480110168457
3,hard,1,5,0.04133915901184082
4,hard,1,3,0.006608724594116211
5,hard,1,3,0.007721900939941406
6,hard,1,14,0.2335958480834961
7,hard,1,3,0.0055959224700927734
8,hard,1,31,0.792442798614502
9,hard,1,8,0.08176827430725098
10,hard,1,88,2.5585031509399414
11,hard,1,5,0.04167294502258301
12,hard,1,5,0.020152807235717773
13,hard,0,119,2.814974069595337
14,hard,0,131,3.7634570598602295
15,hard,1,119,3.643415927886963
16,hard,1,42,1.2094907760620117
17,hard,0,126,3.7926270961761475
18,hard,1,7,0.03769087791442871
19,hard,1,3,0.005296230316162109
20,hard,1,3,0.005568981170654297
21,hard,1,3,0.007907867431640625
22,hard,1,3,0.005281925201416016
23,hard,1,3,0.0053119659423828125
24,hard,1,13,0.18417000770568848
25,hard,1,103,3.7464420795440674
26,hard,1,193,4.6804187297821045
27,hard,1,4,0.013955831527709961
28,hard,1,8,0.0903940200805664
29,hard,1,98,2.0188798904418945
30,hard,1,7,0.04831886291503906
31,hard,1,7,0.06219077110290527
32,hard,1,9,0.10485482215881348
33,hard,0,99,2.4565858840942383
34,hard,1,15,0.18851518630981445
35,hard,0,142,4.950230836868286
36,hard,1,3,0.0069921016693115234
37,hard,0,157,4.193511009216309
38,hard,1,160,4.969732761383057
39,hard,1,6,0.0429990291595459
40,hard,1,114,3.837660074234009
41,hard,0,151,3.3957371711730957
42,hard,1,198,6.7389209270477295
43,hard,1,99,2.530355215072632
44,hard,1,12,0.13046002388000488
45,hard,0,140,3.892266035079956
46,hard,1,3,0.008520126342773438
47,hard,1,3,0.005690097808837891
48,hard,1,15,0.36151909828186035
49,hard,1,11,0.11356782913208008
50,hard,1,5,0.0259246826171875
51,hard,1,3,0.015919923782348633
52,hard,1,6,0.022120952606201172
53,hard,1,4,0.024425029754638672
54,hard,1,3,0.01412820816040039
55,hard,1,3,0.006880044937133789
56,hard,1,3,0.004821062088012695
57,hard,1,4,0.015446901321411133
58,hard,1,3,0.010092020034790039
59,hard,0,121,3.960716962814331
60,hard,1,26,0.46883392333984375
61,hard,1,261,7.887739896774292
62,hard,1,6,0.03787398338317871
63,hard,0,122,4.56972599029541
64,hard,1,49,0.746161937713623
65,hard,0,146,4.388229846954346
66,hard,0,139,3.6532201766967773
67,hard,1,9,0.0970461368560791
68,hard,1,3,0.018035888671875
69,hard,1,6,0.0560917854309082
70,hard,1,14,0.20167803764343262
71,hard,1,4,0.012408018112182617
72,hard,1,5,0.03333902359008789
73,hard,1,14,0.1681351661682129
74,hard,1,8,0.1028280258178711
75,hard,1,10,0.1527390480041504
76,hard,1,296,8.795913934707642
77,hard,1,23,0.4901869297027588
78,hard,1,28,0.6340689659118652
79,hard,1,274,7.268081903457642
80,hard,1,3,0.00896596908569336
81,hard,1,19,0.29745984077453613
82,hard,1,7,0.05193185806274414
83,hard,1,9,0.10263895988464355
84,hard,0,108,4.810094833374023
85,hard,1,39,0.7083299160003662
86,hard,1,16,0.1909959316253662
87,hard,1,3,0.016147851943969727
88,hard,1,3,0.010045766830444336
89,hard,1,127,4.364062070846558
90,hard,0,123,3.8363120555877686
91,hard,1,14,0.21033716201782227
92,hard,1,4,0.028538227081298828
93,hard,0,128,4.589635133743286
94,hard,1,5,0.03992891311645508
95,hard,1,83,2.3996291160583496
96,hard,1,3,0.013271808624267578
97,hard,1,5,0.023470163345336914
98,hard,1,226,7.622421026229858
99,hard,1,14,0.21837496757507324
100,hard,1,4,0.0160830020904541
101,hard,1,5,0.023180007934570312
102,hard,1,127,5.188287973403931
103,hard,0,127,4.712908029556274
104,hard,1,24,0.3124527931213379
105,hard,1,97,2.5729880332946777
106,hard,1,6,0.07524490356445312
107,hard,0,134,3.885880708694458
108,hard,1,6,0.05535125732421875
109,hard,1,50,0.9703600406646729
110,hard,1,136,5.001429319381714
